@relation tweets

@attribute TweetText string
@attribute sentiment {negative,irrelevant,neutral,positive}

@data
'Twitter gt Facebook',positive
'Disculpame twitter te e tenido algo avandonado este dia',irrelevant
'WOW the new Google Nexus is just beautiful totally gonna boost googles market share in the smart phone market',positive
'Apple received m preorders in a single day for its new iPhone S consumerdemand stevejobs',neutral
'Android Google New UI and Core Features in Android Ice Cream Sandwich Overview DhilipSiva',neutral
'google icecreamsandwich event featured minecraft',neutral
'Google Docs presentations get realtime collaboration transition effects and more Google',neutral
'Saaindo aqq boa noite twitter',irrelevant
'Amazing that at microsoft TechEdAfrica everyone is running iOS phones',neutral
'Because you are what you search Now everyone wants to customize search Microsoft as well as MCHammer WiredDoo',neutral
'Nice Duim navigatie voor de tablet apps augnl microsoft',irrelevant
'RT twandroid Android Beam partager du contenu entre devices Android via le NFC google nexusprime',irrelevant
'Microsofts Ballmer Swipes at Google',neutral
'Microsoft entwickelt Sensor fr Arbeitskleidung Es geht nicht etwa um den Grad der Verschmutzung so microsoft',irrelevant
'Microsoft ruft Cloud Society Award ins Leben via searchsoftware',irrelevant
'Lol itss ben a year since i had a twitter but i jus start using it',neutral
'Another Gem from Microsoft Curate your personal history with Project Greenwich Available later this month',positive
'Microsoft arrogance again Ballmer says you need to be a computer scientist to use Android',negative
'Some people should not post replies in Google threads Their posts only continue to weaken their creditbility',neutral
'RT aplusk Sending love light to everyone Apple the entire Jobs familyToday we lost a Giant who will be missed even by those who',neutral
'OmniTouch Microsoft via youtube',neutral
'first thing on googles to do list hire a performance coach',negative
'iPhone S Setup SIRI for your Tweets apple apple iphone siri',neutral
'BrianMincey apple the chipsets tear through battery life Coworker has a htc thunderbolt that he gets about hours of life',negative
'ACRISREYS Agora q estava legal acabou Deixa eu t perguntar Como eu popularizo o meu twitter Vc tem dicas',irrelevant
'twitter detik Buntut Kongres Rakyat Papua Orang Ditemukan Tewas',irrelevant
'RT marcoagnoli Belle le magliette che diamo a SMAU in Microsoft',irrelevant
'JessHaddad D tonces deja el vicio de Twitter xD',irrelevant
'Android Ice Cream Sandwich Android kiarabi google android',irrelevant
'fabim not that I know of I think it is only on iOS should get apple to make a desktop app',neutral
'Uff mucha expectacin con el Plan Nacional Qu prioridades tenemos como Pais Plan Nacional microsoft',irrelevant
'Android Google Video Googles Nexus site updated with new device and ICS features DhilipSiva',neutral
'RT FierceCIO What happens to Skype now that it is officially Microsofts MSFT',neutral
'RealEstateGuyWI All about yesterdays Apple upgrade Helpful but maddening',neutral
'Twitter and Google just cant agree on Realtime Search deal Computerworld av',neutral
'Linux Licensing in Conflict with Secure Boot Support opensource uefi microsoft',neutral
'apple Iphones Ipads beautiful technology but alltogether mainly a marketing platform Its obscure isnt it Apple lost its touch',neutral
'ZappTek iPDA v ipad microsoft mp',irrelevant
'LITERALLY HAD MY MIND BLOWN AWAY JUST NOW Google Samsung',positive
'cc apple',irrelevant
'chihuahuentauro jajajaja Facebook es otra cosa insultas a Twitter jajajajajaja',irrelevant
'VSLive What is up with ATT at Microsoft Full bars in one building and no service in another only or so feet away vslive',neutral
'RT twandroid Nouvelle application Contacts les connections Linkedin Twitter sont enfin intgres google nexusprime',irrelevant
'wait i dont really care what people are doing in their daily lives twitter',neutral
'AsiaClassifiedToday Thailand Market factors to watch Oct Reuters Thailand Market asia google biz',irrelevant
'This video brought a small tear to my eye Watch to SteveWoz opinion of SteveJobs and Apple',neutral
'Microsoft Zune Digital player HDD GB WMA AAC MP video playback display',neutral
'HTC vs Apple who winning',neutral
'Warning if iphone apps spontaneously loose data it might not be the apps fault iosdowngrade apple marcoarment',negative
'Schaue mir WMI Performance Counters auf Deutsch an und kriege Schmerzen ICH WILL SCHMERZENSGELD VON MICROSOFT fail',irrelevant
'RT SociosMicrosoft Microsoft anuncia nuevos ttulos de juegos educativos',irrelevant
'Lo ltimo y lo mejor de Windows todo en un nico lugar windows microsoft',irrelevant
'Ya no s si la noticia del Zoo de Ohio que me lleg a mi cel fue sacada o no de twitter creo que s',irrelevant
'RT webseoanalytics The most important KPIs in Google Analytics marketing webmaster',neutral
'RT SharonHayes Top Twitter Acronyms Abbreviations and Initialisms ruhanirabin',neutral
'want Google Nexus Samsung Galaxy',positive
'juanda As como creen que las computadoras solo funcionan con Microsoft Windows',irrelevant
'amandbrar apple Siri has worked for me less than of the time If service doesnt improve by Monday Im returning my iPhone S',negative
'HABER FACEBOOK por que no entretienes a tu gente para que ya no se nos vaya TWITTER tanta plebe',irrelevant
'google yahoo bing Lessons Learned Running an SEO Agency seo serps',irrelevant
'Android Google Ice Cream Sandwich SDK now available DhilipSiva',neutral
'Android Google Official Galaxy Nexus Site Goes Live Highlights Ice Cream Sandwich And Galaxy Nexus DhilipSiva',neutral
'Well apple seems b screwing iphone s resellars They still dont have s Yet were promised Similar Ma Bells monopolistic prctices',negative
'Terrible customer service at Los Gatos Apple Why do I have to pay for a bad home button on my iPhone',negative
'MobileMe iCloud AppleID cmo sobrevivir a la transicin de las cuentas de Apple',irrelevant
'tweets milestone twitter',neutral
'Samsung Galaxy Nexus is now confirmed googlenews mobile androidicecreamsandwich google',neutral
'RT iPadPowerUsersOn Google then go here GPlus Googleplus Google teamfollowback socialnetwork',neutral
'RT twandroid Widgets redimensionnables aussi google nexusprime',irrelevant
'Things that heatmeup when people put the on facebookposts when they dont even have a twitter getaclue',neutral
'dellmanning Its always on this Twitter shit doe',neutral
'Congrats to the big winners of the Get certifiedGet happy Sweepstakes EZ logingtContestsgtWinners Microsoft',neutral
'melkoff pues bienvenida vas a ver que pronto le encontraras sentido es la onda el twitter',irrelevant
'Microsoft Cloud Microsoft Capture the Cloud through the Rookie Veteran and AllStar tiers provid TCN',neutral
'android beam google android',irrelevant
'Possibilit de ne slectionner quune priode et savoir pour chaque app combien de data a t utilis google nexusprime',irrelevant
'AppSenseTechie Microsoft tests and proves AppSense enterprise scalability K users on one personalization DB',neutral
'Nos vidos de Batman Arkham City sony microsoft buzz',irrelevant
'U cant see who RTed Ur stuff this is because of twitter censorship Jeez people Its binaryfaires teaching your vain ass a lesson',neutral
'ScottShipman Glad to hear Hey Mckellip thank you for the Microsoft Lync video participation onthebigscreen CoreBTS CoreAppTech',neutral
'philipgrey apple its kinda sad thats the most relevant tweet Ive seen today Or kinda awesome Im not sure DevProblems',neutral
'Twitter TEAMO Chao',positive
'When in doubt Google it',positive
'TeamFollowBack TFB MustFollow MF FollowNow FN FollowFriday FF IFB Twitter Follow IFollowBack GET A SHOUTOUT FOR FOLLOWING ME',irrelevant
'RT wissekomm Veeam Software presenteert nworks Management Pack voor Microsoft System Center',irrelevant
'The Perks of Working at Google Facebook Twitter and More INFOGRAPHIC sm socialmedia',neutral
'RT packardbell Nuevo Microsoft PocketTouch para usar el telefono sin sacarlo del bolsillo',irrelevant
'Hoy si es hora de dormir twitterfacebookOFF',irrelevant
'apple needs to hurry up and release iTunesMatch',negative
'SeanL It may be a little much Haha droptheknife and add frankhenchUSA to the picture like on your Twitter account growuppeterpan',neutral
'Bonsoir toutes Tous voici le liien vers la rubrique Microsoft du Paper daujourdhui Des Trucs Impressionnant',irrelevant
'iPhone S First Weekend Sales Top Four Million via apple',neutral
'apple please provide support for a Bangla keyboard in iOS It would make the life of many Bengali iOS users easier iphone',neutral
'microsoft edu UD School Board seats up for grabs Delaware County Daily Times',neutral
'groupies follow me like twitterlol jk',neutral
'The better question is if and when current devices will get the update Android Google IceCreamSandwich',neutral
'Google Samsung Galaxy Nexus ICS press release is now done Ill go back to my regular tweeting intervals now I WANT IT',positive
'RT icurioso La famosa frase ME LO DIJO UN PAJARITO ya tiene sentido gracias a Twitter',irrelevant
'Twitter Buzz Builds for the Occupy Wall Street Movement CHARTS SocialMedia SMM',neutral
'DJNasty I know You my only compo we be reppin twitter',neutral
'En la tienda de Apple WoooooW Que legado dejaste SteveJobs iAdmire U Est Repletoooo iFull LOL',irrelevant
'Amazes me I set up a GMail address and have yet to use it even once and its getting a ton of spam Google',neutral
'O itunes acaba de me avisar q esta disponvel a verso pra atualizar meu Iphone Como no cair de amores pela apple e SteveJobs',irrelevant
'Its So Funny Because She Got A Twitter Now Lol',neutral
'Tendremos nueva interfaz de google calendar',irrelevant
'Ballmer Of The Time Google Bing Are The Same So Try Bing',neutral
'Wilth Accessibility mode on in SharePoint it seems that Workflows sometimes do not start automatically SP Workflow Microsoft',negative
'Un vistazo a Windows Server Microsoft',irrelevant
'According to twitter I have the same amount of followers as followeesnotgoingtolast',neutral
'marthaubaque Que bacano hermanita que ests en la honda del Twitter',irrelevant
'Microsoft announces official SQL Server driver for Linux SqlServer',neutral
'RT ItalianJoya i better be able to see my RTs tomorrow twitter and tell that lil blue ass bird cont',negative
'Oh yeah Im in I want one now Google really did a great job ICS',positive
'Come to the dark side gretcheneclark Hey apple if you send me a free iPhone I will publicly and ceremoniously burn my BlackBerry',positive
'Twitter OFF',neutral
'Put your twitter on autopilot and let it gain followers for you TeamFollowBack Twitter autopilot aday',neutral
'Trs plaisante cette mise jour dAndroid En esprant que cela stimulera Apple nous pondre du nouveau Google icecreamsandwich',irrelevant
'Update Microsoft MS Critical Vulnerability in NET Framework and Microsoft Silverlight Could Allow R',negative
'TODAY Come along to Microsoft Office ECDL Open Evening at Pitman Training Cheltenham from pm to pm',neutral
'microsoft Grupo Confidence troca software livre por plataforma Microsoft windows tecnologia',irrelevant
'thatstevegray done that buddy just surprised that theres no option from apple if you turn it back on it brings back the pics u delete',neutral
'So im about to make another twitter account since this one fucked up',negative
'The strangest things Siri has said so far I am SOOO glad that Apple gave Siri a sense of humor via HappyPlace',positive
'Voor die links van Martin Microsoft zijn QR codes dan weer wel handig in een publiek zoals dit althans AUGNL',irrelevant
