sentiment,TweetText
"irrelevant","RT SociosMicrosoft Microsoft anuncia nuevos ttulos de juegos educativos"
"irrelevant","Lo ltimo y lo mejor de Windows todo en un nico lugar windows microsoft"
"irrelevant","Ya no s si la noticia del Zoo de Ohio que me lleg a mi cel fue sacada o no de twitter creo que s"
"neutral","RT webseoanalytics The most important KPIs in Google Analytics marketing webmaster"
"neutral","RT SharonHayes Top Twitter Acronyms Abbreviations and Initialisms ruhanirabin"
"positive","want Google Nexus Samsung Galaxy"
"irrelevant","juanda As como creen que las computadoras solo funcionan con Microsoft Windows"
"negative","amandbrar apple Siri has worked for me less than of the time If service doesnt improve by Monday Im returning my iPhone S"
"irrelevant","HABER FACEBOOK por que no entretienes a tu gente para que ya no se nos vaya TWITTER tanta plebe"
"irrelevant","google yahoo bing Lessons Learned Running an SEO Agency seo serps"
"neutral","Android Google Ice Cream Sandwich SDK now available DhilipSiva"
"neutral","Android Google Official Galaxy Nexus Site Goes Live Highlights Ice Cream Sandwich And Galaxy Nexus DhilipSiva"
"negative","Well apple seems b screwing iphone s resellars They still dont have s Yet were promised Similar Ma Bells monopolistic prctices"
"negative","Terrible customer service at Los Gatos Apple Why do I have to pay for a bad home button on my iPhone"
"irrelevant","MobileMe iCloud AppleID cmo sobrevivir a la transicin de las cuentas de Apple"
"neutral","tweets milestone twitter"
"neutral","Samsung Galaxy Nexus is now confirmed googlenews mobile androidicecreamsandwich google"
"neutral","RT iPadPowerUsersOn Google then go here GPlus Googleplus Google teamfollowback socialnetwork"
"irrelevant","RT twandroid Widgets redimensionnables aussi google nexusprime"
"neutral","Things that heatmeup when people put the on facebookposts when they dont even have a twitter getaclue"
"neutral","dellmanning Its always on this Twitter shit doe"
"neutral","Congrats to the big winners of the Get certifiedGet happy Sweepstakes EZ logingtContestsgtWinners Microsoft"
"irrelevant","melkoff pues bienvenida vas a ver que pronto le encontraras sentido es la onda el twitter"
"neutral","Microsoft Cloud Microsoft Capture the Cloud through the Rookie Veteran and AllStar tiers provid TCN"
"irrelevant","android beam google android"
"irrelevant","Possibilit de ne slectionner quune priode et savoir pour chaque app combien de data a t utilis google nexusprime"
"neutral","AppSenseTechie Microsoft tests and proves AppSense enterprise scalability K users on one personalization DB"
"irrelevant","Nos vidos de Batman Arkham City sony microsoft buzz"
"neutral","U cant see who RTed Ur stuff this is because of twitter censorship Jeez people Its binaryfaires teaching your vain ass a lesson"
"neutral","ScottShipman Glad to hear Hey Mckellip thank you for the Microsoft Lync video participation onthebigscreen CoreBTS CoreAppTech"
"neutral","philipgrey apple its kinda sad thats the most relevant tweet Ive seen today Or kinda awesome Im not sure DevProblems"
"positive","Twitter TEAMO Chao"
"positive","When in doubt Google it"
"irrelevant","TeamFollowBack TFB MustFollow MF FollowNow FN FollowFriday FF IFB Twitter Follow IFollowBack GET A SHOUTOUT FOR FOLLOWING ME"
"irrelevant","RT wissekomm Veeam Software presenteert nworks Management Pack voor Microsoft System Center"
"neutral","The Perks of Working at Google Facebook Twitter and More INFOGRAPHIC sm socialmedia"
"irrelevant","RT packardbell Nuevo Microsoft PocketTouch para usar el telefono sin sacarlo del bolsillo"
"irrelevant","Hoy si es hora de dormir twitterfacebookOFF"
"negative","apple needs to hurry up and release iTunesMatch"
"neutral","SeanL It may be a little much Haha droptheknife and add frankhenchUSA to the picture like on your Twitter account growuppeterpan"
"irrelevant","Bonsoir toutes Tous voici le liien vers la rubrique Microsoft du Paper daujourdhui Des Trucs Impressionnant"
"neutral","iPhone S First Weekend Sales Top Four Million via apple"
"neutral","apple please provide support for a Bangla keyboard in iOS It would make the life of many Bengali iOS users easier iphone"
"neutral","microsoft edu UD School Board seats up for grabs Delaware County Daily Times"
"neutral","groupies follow me like twitterlol jk"
"neutral","The better question is if and when current devices will get the update Android Google IceCreamSandwich"
"positive","Google Samsung Galaxy Nexus ICS press release is now done Ill go back to my regular tweeting intervals now I WANT IT"
"irrelevant","RT icurioso La famosa frase ME LO DIJO UN PAJARITO ya tiene sentido gracias a Twitter"
"neutral","Twitter Buzz Builds for the Occupy Wall Street Movement CHARTS SocialMedia SMM"
"neutral","DJNasty I know You my only compo we be reppin twitter"
"irrelevant","En la tienda de Apple WoooooW Que legado dejaste SteveJobs iAdmire U Est Repletoooo iFull LOL"
"neutral","Amazes me I set up a GMail address and have yet to use it even once and its getting a ton of spam Google"
"irrelevant","O itunes acaba de me avisar q esta disponvel a verso pra atualizar meu Iphone Como no cair de amores pela apple e SteveJobs"
"neutral","Its So Funny Because She Got A Twitter Now Lol"
"irrelevant","Tendremos nueva interfaz de google calendar"
"neutral","Ballmer Of The Time Google Bing Are The Same So Try Bing"
"negative","Wilth Accessibility mode on in SharePoint it seems that Workflows sometimes do not start automatically SP Workflow Microsoft"
"irrelevant","Un vistazo a Windows Server Microsoft"
"neutral","According to twitter I have the same amount of followers as followeesnotgoingtolast"
"irrelevant","marthaubaque Que bacano hermanita que ests en la honda del Twitter"
"neutral","Microsoft announces official SQL Server driver for Linux SqlServer"
"negative","RT ItalianJoya i better be able to see my RTs tomorrow twitter and tell that lil blue ass bird cont"
"positive","Oh yeah Im in I want one now Google really did a great job ICS"
"positive","Come to the dark side gretcheneclark Hey apple if you send me a free iPhone I will publicly and ceremoniously burn my BlackBerry"
"neutral","Twitter OFF"
"neutral","Put your twitter on autopilot and let it gain followers for you TeamFollowBack Twitter autopilot aday"
"irrelevant","Trs plaisante cette mise jour dAndroid En esprant que cela stimulera Apple nous pondre du nouveau Google icecreamsandwich"
"negative","Update Microsoft MS Critical Vulnerability in NET Framework and Microsoft Silverlight Could Allow R"
"neutral","TODAY Come along to Microsoft Office ECDL Open Evening at Pitman Training Cheltenham from pm to pm"
"irrelevant","microsoft Grupo Confidence troca software livre por plataforma Microsoft windows tecnologia"
"neutral","thatstevegray done that buddy just surprised that theres no option from apple if you turn it back on it brings back the pics u delete"
"negative","So im about to make another twitter account since this one fucked up"
"positive","The strangest things Siri has said so far I am SOOO glad that Apple gave Siri a sense of humor via HappyPlace"
"irrelevant","Voor die links van Martin Microsoft zijn QR codes dan weer wel handig in een publiek zoals dit althans AUGNL"
"negative","Unmindful Ballmer collects half a billion doesnt say thank you android google microsoft"
"neutral","Microsoft drops developer preview of its Roslyn compiler uncategorized"
"neutral","Online Music Industry is witnessing the astounding revolution Can Google manage to seal the supreme console"
"neutral","Just had a look on eBay for iPhone s and some have bids at well over some gb white they are delivered apple"
"negative","could apple lion please integrate vertical spaces in mission control this horizontal business is making me nauseous"
"irrelevant","Zeer enthousiaste reacties op bedrijfsbezoek aan Microsoft voor de interim secretaresse dank Kelly en Brigitte voor de goede ontvangst"
"neutral","Is Google Analytics ReverseEngineering Facebook google facebook media digitalstrategy"
"neutral","Yu cant answer But yu can b on Fb Nd Twitter"
"irrelevant","lt en je moet nog technischer zijn om Windows stabiel te krijgen Pikkie Balmer microsoft dommemensen"
"neutral","twitter"
"neutral","Doesnt Microsoft Researchs new touch technology resemble a lot the one developed by Pranav Mistry in"
"irrelevant","samsung google galaxy nexus autofollow"
"negative","RT CBM Lies apple the battery on this new iPhoneS is definitely not any better"
"neutral","Nokia Searay Windows Phone press shots leak microsoft windows"
"neutral","Android SDK now available google android"
"irrelevant","Mooie mogelijkheden met Microsoft Surface Volgende stap concept naar consument"
"negative","Interesting apple now requires you to have a reservation apple iphone S"
"neutral","microsoft PeopleCentric Windows Phone Update Released"
"neutral","Somebody help me Is apple not on Twitter That seems very weird apple twitter"
"positive","apple has changed life"
"neutral","ai google ai samsung"
"positive","I love apple service My case has cracked x and I go in and they hand me a case and I walk out"
"neutral","Microsoft wants to transform your hand into a touchscreen via AddThis"
"irrelevant","ViviStephiee buscalo en googlepersona qe se comen a los conejos D"
"neutral","Good or Bad results for Apple Depends on who you ask apparently"
"neutral","SEO Tip javascript can be a friend an enemyUse it wisely to block the content u want google bing yahoo"
"irrelevant","Les annonces se suivent et sont toutes super pratiques ics android google"
"neutral","Ya hoo Apple sells million iPhone S in days via newsapp AAPL"
"negative","I hate twitter right now"
"positive","Dear Twitter I fucking missed you today gtgt internet was down"
"neutral","Why everytime I spazz on twitter yall think some chick done hurt my feelingsI aint w Annette no more Lol"
"neutral","There is a chance Microsoft and Mobile"
"neutral","Pinball FX offers free Paranormal table starting next Wednesday microsoft pinballfx"
"irrelevant","RT windowsespana Lo ltimo y lo mejor de Windows todo en un nico lugar windows microsoft"
"negative","Anyone else having trouble with the iPad twitter app not updating s I get notified but cant see them in the app"
"neutral","Did Facebook Just Beat Google At Its Own Game socialmedia"
"positive","At the bus with my iPhone thxx apple"
"negative","oh and prolly ganna be late to work bc apple has screwed me and my phone has my only alarm on it"
"irrelevant","android beam Android Google"
"neutral","PuraGenteBienAv me podrian dar el face o twitter del chavito qe siempre traee lentess transparentes le dicn chicken little x fiiss"
"negative","If Apple came out with gaming console ala Xbox that blew the current players out of water Microsoft and Sony would be in trouble"
"neutral","RT sbgreenbiz Microsofts supplier sustainability movement the effect it could have on plastics companies"
"neutral","HOLLYcash mann u can have ah olelady but them hoes for everybody son I been doin dis u stop catchin feelings its twitter"
"irrelevant","Microsoft ofrece un sistema de codificacin MicrosoftTag"
"positive","hahaha integrated data usage manager in sucha brilliant way sleek design superb and Im only watching videos LOL Google"
"irrelevant","oh kita anak baru ni ya ceritanya di twitter ni"
"neutral","RT TheVictor HoloDesk Microsoft unveils technology thats one step closer to humandigital interaction hardware"
